Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
11,A beautiful  house close to young and eglintion: 50 manor rd,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/a-beautiful-house-close-to-young-and-eglintion:-50-manor-rd/1646988762,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/bf/bf560d6f-8c2b-45a3-9e17-cd290b1e6e81?rule=kijijica-200-jpg,"We are 4 professional guys looking for 1 more person to move into a beautiful, 2 story modern spacious, house located at 50 Manor Rd E Toronto by 1st of February. The house is close to Eglinton ...",$990.00,City of Toronto,Wilson Avenue,13/01/2023
12,Bachelor Basement apartment for rent in North York,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-basement-apartment-for-rent-in-north-york/1646986219,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ae/aea8ad8e-2cbd-4d7c-92e9-6c4b1efaac73?rule=kijijica-200-jpg,Separate entrance large bachelor with high ceilings. Full kitchen and bathroom. Near TTC shopping and 401 Very quiet neighborhood and home. Very clean newly painted. No parking or laundry. But ...,$895.00,City of Toronto,Julian Road,12/01/2023
13,House Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-rent/1646985685,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c5/c5b8e545-dd5c-484c-b0e5-3dd3b3c6fc37?rule=kijijica-200-jpg,"Main Floor & Upstair Only. Lakeside Living & Quiet Community.3B +Study Rm (Can Use 4th Bed), Parking For 2 Vehicles, All Are Hardwood Floor. Walk To Rouge Hill Go, Ttc, Top Ranking Public School, ...","$2,800.00",City of Toronto,East Drive,12/01/2023
14,1 Bed 1 Bath Roncesvalles Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-roncesvalles-apartment/1646984105,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/01/01f3ec47-6b03-4b5e-9807-46cbfbba2f9a?rule=kijijica-200-jpg,"Charming 1 bedroom apartment available for lease takeover in the beautiful Roncesvalles neighbourhood. Nestled between High Park and Roncesvalles Ave, this unit features original hardwood floors, big ...","$2,500.00",City of Toronto,Brendwin Road,12/01/2023
15,Semi Detached Upper House 3 Bedrooms for Rent-Jane and Firgrove,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/semi-detached-upper-house-3-bedrooms-for-rent-jane-and-firgrove/1646983810,,Semi Detached Raised Bungalow Upper Floor 3 Bedrooms for rent in a great location. One full washoom and one powder room. Tenants pay 70% of utilities (gas and electricity). Landlord provide washer ...,"$2,500.00",City of Toronto,Dufferin Street,12/01/2023
16,Beautiful Spacious Basement Unit,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-spacious-basement-unit/1646982976,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1d/1dee580c-ad3b-4aca-b93c-27640a1a7d52?rule=kijijica-200-jpg,Utilities (water+hydro) + Internet+ some furniture and parking are included. Near from warden station <1 min walk from bus stop Grocery library and mosques are nearby as shown in the picture,"$1,400.00",City of Toronto,Rowan Avenue,12/01/2023
17,Leslieville Main Floor One Bedroom Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/leslieville-main-floor-one-bedroom-apartment/1646982797,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ff/ff28bdbb-0f95-4c04-8f5b-ad91cd95865f?rule=kijijica-200-jpg,"Dundas/Coxwell, Leslieville Community Main Floor One Bedroom Apartment With Own Backyard, Rear Separate Entrance. Walking Distance To Beach, Library, Nofrill Supermarket, Bank, Fitness, Shopping. ...","$1,650.00",City of Toronto,Manor Road East,12/01/2023
18,Kipling Condo For Rent 1 Bed + Den 1 Bath 1 Parking $2500,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/kipling-condo-for-rent-1-bed-den-1-bath-1-parking-2500/1646982782,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/89/89a77ae6-7204-4d5c-bb4c-dd0b6b64aee7?rule=kijijica-200-jpg,"- BRAND NEW 1 Bed + Den Condo for Rent: $2500 per month (utilities not included) - Available immediately or Feb 1st 2023 LOCATION - Address: 30 Samuel Wood Way, Etobicoke, Toronto, ON, M9B 1B1 - 5 ...","$2,500.00",City of Toronto,Manor Lane,12/01/2023
19,"House for Rent Kennedy Rd, Danforth Rd (Kennedy Subway)",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent-kennedy-rd-danforth-rd-kennedy-subway/1646982748,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/d6/d6a67206-da9e-48a5-9214-805a4e97759b?rule=kijijica-200-jpg,"Spacious, 4 Bedroom, 3 Bathroom, Main & 2nd Floor Rent($3495/m & Basement $2000/m), In Charming Cliffside Village! Hardwood Flooring Through. Open Concept Living/Dining Area. Large Family Size ...","$3,995.00",City of Toronto,Brooke Avenue,12/01/2023
20,1 bed 1 bath condo,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-condo/1646981141,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a4/a49b6494-335d-4d58-b4ef-61e11cfd6b41?rule=kijijica-200-jpg,Beautiful 1 bed 1 bath condo available for rent in liberty village downtown Toronto. Everything at your footstep. Lots of highend amenities in the building including outdoor running track gym and ...,"$2,400.00",City of Toronto,Sunshine Street,12/01/2023
21,Bachelor / Studio Apartment  - South Etobicoke,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-studio-apartment-south-etobicoke/1646979861,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/8e/8ef082a3-60ab-41af-a3e4-7049d0a11f2e?rule=kijijica-200-jpg,"Large, Bright Bachelor apartment. Updated Kitchen. Modern finishes. Laminate Flooring. Well Maintained Building. Includes Utilities. One Year Lease. First & Month Rent. $1,500/month. Credit Check, ...","$1,500.00",City of Toronto,Lawrence Avenue East,12/01/2023
22,Downtown 395 Bloor St E 1+D Available For Rent End of Jan,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-395-bloor-st-e-1-d-available-for-rent-end-of-jan/1646975772,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e9/e996ce9b-7670-42f8-bbbb-afd4aa971be3?rule=kijijica-200-jpg,"Luxurious The Rosedale On Bloor - Brand New 1 + Den Corner Unit With Amazing Unobstructed Views. Steps to Sherbourne Subway Station, Close To Yorkville, Minutes away from DVP. Ensuite Laundry, Modern ...","$2,500.00",City of Toronto,Charlottetown Boulevard,12/01/2023
23,3 Bedroom 2 bath- suite available immediately,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-2-bath-suite-available-immediately/1646976564,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/65/656090b9-55da-4c67-8449-5537518841dc?rule=kijijica-200-jpg,"3 beds 2 bathrooms – Flat 57 Spadina Ave, Toronto, ON M5V 2J2, Canada 3 Bed 2 Bath Suite - Available Immediately Location: 57 Spadina Avenue In the heart of Toronto’s Fashion District Nestled at the ...","$4,800.00",City of Toronto,High Park Boulevard,12/01/2023
24,Room for Rent 675 - Student/International Student,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/room-for-rent-675-student-international-student/1646977149,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/4c/4cbff645-ca21-40ca-95ff-6f8e0bec24b1?rule=kijijica-200-jpg,"Looking for student or international student to rent 1 bedroom, own washroom included. Hydro, heat, water, internet and TV included. Balcony has beautiful view of the lake. Available for tour. Nearby ...",$675.00,City of Toronto,Indian Road,12/01/2023
25,"1001 Bay St Ph07 - 3Bed, 3Bath - $6,995 - Toronto Condo Rental",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1001-bay-st-ph07-3bed-3bath-6-995-toronto-condo-rental/1646978593,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/8a/8ad36b0b-b44e-4ef6-8ed6-e70e61493197?rule=kijijica-200-jpg,"2 Storey Penthouse, Beautifully Renovated From Top-To-Bottom In Prestigious 1001 Bay Residences! Enter The Double Doors To An Open Concept Kitchen & Unobstructed South East Views Of The Entire City, ...","$6,995.00",City of Toronto,Eddystone Avenue,12/01/2023
26,Dupont/Lansdowne renovated 1 bedroom 2 bathroom apt.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/dupont-lansdowne-renovated-1-bedroom-2-bathroom-apt/1646978044,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/cc/cc6b93b0-9a16-48f5-b49c-671279874b1d?rule=kijijica-200-jpg,"Renovated bright unique loft-style 1 bedroom / 2 bathroom apartment for rent, approximately 800 sq. ft. Approximately 3 blocks from Bloor/Lansdowne subway, 1 block from Dupont St. and Food Basics and ...","$1,795.00",City of Toronto,Oakdale Road,12/01/2023
27,Rent for basement Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/rent-for-basement-apartment/1646977821,,"Bright, large, and open-concept spacious basement apartment in Scarborough. (close to centennial College, and Scarborough UFT) Perfectly located in a family-friendly neighborhood surrounded by parks, ...","$1,750.00",City of Toronto,MacK Avenue,12/01/2023
28,"$4200/mo 3 bedroom, 2 bath semi-detached home with private yard",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/4200-mo-3-bedroom-2-bath-semi-detached-home-with-private-yard/1646973950,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ea/eae3bf55-3862-4ef8-9f4b-25b7e74c2665?rule=kijijica-200-jpg,"Lovingly maintained 1800 sq/ft, 3 Bed/2 Bath Home in the heart of Leslieville. Open concept living/dining room leads to the updated eat-in kitchen with stainless steel appliances, quartz countertops, ...",Please Contact,City of Toronto,Wolcott Avenue,12/01/2023
29,168 King st. E 1+1 B (St. Lawrence Market & Financial District),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/168-king-st-e-1-1-b-st-lawrence-market-financial-district/1646973754,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/69/69161a0b-4844-4c80-970a-8447c36c32e5?rule=kijijica-200-jpg,"Toronto Downtown Condo 1+1Bedroom for immediate rent, Den can be used as the second bedroom, the balcony is oversized 100 feet facing north, and a locker is included. Long-term and short-term rentals ...","$2,600.00",City of Toronto,Markham Road,12/01/2023
30,1 Bedroom main floor apartment all inclusive (Weston & Eglinton),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-main-floor-apartment-all-inclusive-weston-eglinton/1646973667,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/04/04b44854-0f6b-4708-88f0-87ed9d2c2c9f?rule=kijijica-200-jpg,1 Bedroom Apartment All included Bright Sun filled Private Separate Entrance Beautiful Deck Parking included Includes Heat Includes air Conditioning Includes Electricity Includes water Fridge Stove ...,"$2,195.00",City of Toronto,Nashdene Road,12/01/2023
31,2 bdrm in high park,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-in-high-park/1646971344,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fa/fa87a24e-73db-408c-b9d7-61953cb37a64?rule=kijijica-200-jpg,"Great location, literally steps away from High Park subway station, High Park and Bloor West Village. 2 bdrm unit top floor of the house. Wood floor throughout. Ikea kitchen. Stainless steel ...","$2,300.00",City of Toronto,Dundas Street West,12/01/2023
32,1 Bedroom + 1Den Condo Unit w/ 2 Full Washrooms + 1 Parking Spot,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1den-condo-unit-w-2-full-washrooms-1-parking-spot/1646970824,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c6/c6aca0c5-a99a-4bd4-b15d-6880c4817aeb?rule=kijijica-200-jpg,Address: Unit 316 - 1401 O’Connor Drive Available: March 1st 2023 Please contact: Linda or Wais (416) 892-1691 -670 SQFT -All Utilities Included -New Low Rise Condo (new build - less than 1 year old ...,"$2,500.00",City of Toronto,Acorn Avenue,12/01/2023
33,Newly Renovated 1 Bedroom Apartment in Well Maintained Building,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-1-bedroom-apartment-in-well-maintained-building/1646970777,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1f/1ff0c63a-5c80-4545-b144-c0b0f1b33707?rule=kijijica-200-jpg,"1 Bedroom apartment located in a very well maintained 12-unit apartment building. Available February 1st, 2023. Newly constructed open concept unit. Semi-above ground. Located right around the corner ...","$1,750.00",City of Toronto,Kennedy Road,12/01/2023
34,Bright and Spacious 2 Bedroom Apartment,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-and-spacious-2-bedroom-apartment/1646969186,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/11/11431f4c-db13-406b-a378-456e238902c0?rule=kijijica-200-jpg,"Move in ready for January 1, 2023. If ad is still up, it’s available. Bright and spacious 2 bedroom located in East York, 1020 Pape Ave. Windows in all the living room and bedrooms, with no objects ...","$2,000.00",City of Toronto,Park Street,12/01/2023
35,A Must See! Bright 1 Bedroom Suite At The Riviera On Queens Quay,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/a-must-see-bright-1-bedroom-suite-at-the-riviera-on-queens-quay/1646074431,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/fe/fed7f568-3506-43bf-9b78-642cd236e14f?rule=kijijica-200-jpg,"A Must See! Bright 1 Bedroom Suite At The Riviera On Queens Quay. Offering Amazing City & Cn Tower Views, Towering 9Ft Ceilings & An Oversized Balcony. All Utilities Included &. Open Concept Living & ...","$2,595.00",City of Toronto,Strachan Avenue,12/01/2023
36,Spacious multi-level 2 bedroom Scala condos by Tridel,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-multi-level-2-bedroom-scala-condos-by-tridel/1646848523,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/f2/f2325597-e22d-4eca-9014-8b0fce8a9a0b?rule=kijijica-200-jpg,See MORE units available for lease at 25 Adra Grado Way and many more including daily updates on my instagram page gtasignaturehomes. QR code linked to instagram page is in this album. Absolutely ...,"$3,950.00",City of Toronto,East Liberty Street,12/01/2023
37,For Lease: 2+1  corner unit in the heart of Bayview Village.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-lease:-2-1-corner-unit-in-the-heart-of-bayview-village/1646846405,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ea/eabfb7f2-b499-471c-ad28-a22786c2c145?rule=kijijica-200-jpg,See MORE units available for lease at 19/29/33 Singer Court and many more including daily updates on my instagram page gtasignaturehomes. QR code which is linked to my instagram page is in this ...,"$3,150.00",City of Toronto,Lake Shore Boulevard West,12/01/2023
38,2 Bedroom FURNISHED Apartments for Rent on Yonge Street,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-furnished-apartments-for-rent-on-yonge-street/1640614569,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/08/08e7cb40-f247-4da9-b14e-9a9df45779eb?rule=kijijica-200-jpg,"Join Us for Our In-person Open House Every Friday, from 12pm - 3pm. Call Now to Reserve Your Spot! With easy access to Hwy 401, these Bachelor, 1, and 2 Bedroom apartment rentals offer great access ...","$3,049.00",City of Toronto,6th Street,12/01/2023
39,Unfurnished 1 Bedroom Corner Condo - Downtown Toronto,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/unfurnished-1-bedroom-corner-condo-downtown-toronto/1644153250,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e5/e5907ee2-3ff3-452f-b38c-9e9db07eba50?rule=kijijica-200-jpg,"UNFURNISHED 1 BEDRM corner condo for rent DOWNTOWN TORONTO! Approx. 690 sq ft. The unit features 9ft ceilings, engineered hardwood, floor to ceiling windows, granite countertops and BOSCH appliances, ...","$2,680.00",City of Toronto,Bloor Street East,12/01/2023
40,Buy Condo with Zero Down near Lawrence / Kingston -RENT TO OWN,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/buy-condo-with-zero-down-near-lawrence-kingston-rent-to-own/1625489341,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/16/167f9cc9-9c85-4c5a-aca5-b019d71763b7?rule=kijijica-200-jpg,Program # 1 -- Buy House with Our Zero Down Program Program # 2 -- Buy House with Rent To Own Program * Special Program for Self-Employed* * Special Program for New Immigrants* * Any Credit or No ...,Please Contact,City of Toronto,Sherbourne Street North,12/01/2023
41,1Bed 1 Bath Condo For Lease at Dundas / Jarvis,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1bed-1-bath-condo-for-lease-at-dundas-jarvis/1594857823,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8d/8dca10c4-7483-4d5e-b029-879797d60395?rule=kijijica-200-jpg,"For Rent in Downtown Toronto: Brand New, Never Lived In 1 Bedroom With An Unobstructed View And Good Size Balcony. Over 500 Sq.Ft. Of Space + Balcony, Walk-In Closet In The Primary Bedroom, Upgraded ...",Please Contact,City of Toronto,Spadina Avenue,12/01/2023
42,Boutique Building  in Lower Forest Hill Village,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/boutique-building-in-lower-forest-hill-village/1646967240,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e4/e40a2afa-4ee8-4f6e-8eda-07227ab0e054?rule=kijijica-200-jpg,UTILITIES INCLUDED Welcome to a secure and luxurious condo building with 24 hour concierge in the heart of Lower Forest Hill Village. the unit has updated white Shaker kitchen with lower cabinet ...,"$4,500.00",City of Toronto,King Street West,12/01/2023
43,FOR LEASE: 2+1 Beds 1 Bath 1 Parking (1200 sq ft),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-lease:-2-1-beds-1-bath-1-parking-1200-sq-ft/1646955307,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/89/89350f23-5e9c-455d-a383-66691faee326?rule=kijijica-200-jpg,*Listed by Licensed Realtor* Short or Long Term leases considered. Rush into this bright and beautiful 2 bedroom plus den in a detached Cedarvale home. This superbly maintained 2nd floor unit ...,"$2,950.00",City of Toronto,Ling Road,12/01/2023
44,4BR with 2.5BR detached house in Mississauga,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/4br-with-2-5br-detached-house-in-mississauga/1646960339,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c5/c5cfbffc-0e1e-491e-ade2-499658ba9f28?rule=kijijica-200-jpg,"4 BR with 2.5 BR. Main floor with 2nd floor, 3 parking, for Rent. Backing to Lisgar trial Britannia/Grossbeak Dr Rent: $3400/ month -3 Parking Spaces - Washer/ Dryer -Close to Transit, Grocery ...","$3,400.00",City of Toronto,Piperbrook Crescent,12/01/2023
45,Brand New 1+1 Bedroom 2 baths Leaside condo FOR RENT,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-1-bedroom-2-baths-leaside-condo-for-rent/1646960198,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a3/a39a74b4-48c6-4202-886c-4b3d69c3b23e?rule=kijijica-200-jpg,Residences at Upper East Village,"$2,750.00",City of Toronto,Bay Street,12/01/2023
