Публикация №,Заголовок,Ссылка на публикацию,Изображение,Описание,Цена,Город,Расположение,Дата добавления
35,Janmount Towers - 2 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/janmount-towers-2-bedroom-apartment-for-rent/1647421595,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0e/0e3dea5d-6f63-4321-bb2a-20b0090957a4?rule=kijijica-200-jpg,"Building Information Enjoy your home. A home isn't just a place to live, it should be a place you enjoy! That's what you'll find renting at Janmount Towers. The landscaped grounds also provide the ...","$2,250.00",City of Toronto,Bloor Street West,< 8 hours ago
36,3 Beds + Office . 2 Baths North York . House,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-beds-office-2-baths-north-york-house/1648174783,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/51/51e69217-8cfe-49c0-8b91-37f81d3fc608?rule=kijijica-200-jpg,"3 Bedroom + bright office in main floor house in North York 2 Full Bathroom 2 indoor Parking + 2 Drive way spots Close to bus stops, schools, community Centre, plaza and so on. 50% utilities is on ...","$3,990.00",Toronto,Borden Street,< 9 hours ago
37,3Bed 1Bath home for rent.  Desirable location close to new LRT.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3bed-1bath-home-for-rent-desirable-location-close-to-new-lrt/1648171444,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/1c/1c9ff90f-7338-4947-af07-ef45a34a374c?rule=kijijica-200-jpg,"Bright, sunlit 3 Bedroom semi detached home for rent. The unit Features two large bedrooms as well as one smaller bedroom with a closet. Stainless steel appliances, gas stove, double door fridge and ...","$3,395.00",Toronto,Hiscock Boulevard,< 12 hours ago
38,"Lease: Condo Downtown stunning 3 BRD, 2400 Sf, 1000 Sf Terr",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lease:-condo-downtown-stunning-3-brd-2400-sf-1000-sf-terr/1641404801,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/7d/7da05775-768d-4cf3-b904-899e4e5875ee?rule=kijijica-200-jpg,Welcoming You To The Prestigious Elegant And Classic Soho Residencies And Hotel .One-Of -A-Kind Sun Filled Spacious 7th Floor Two Level Corner South View Condo With A W/ Huge Wrap Around Terrace W/ ...,Please Contact,Toronto,Armada Court,< 12 hours ago
39,2 Bed + 2 Bath Basement Unit for Rent (Midland and Sheppard),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2-bath-basement-unit-for-rent-midland-and-sheppard/1648171322,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9d/9d8e1deb-ee91-4d66-af61-4e1eb4f8fd03?rule=kijijica-200-jpg,"Midland and Sheppard Basement Unit Available Feb 1, 2022 $1700 2 Bedroom + 2 Bathrooms - Basement unit with separate entrance from the side door - 5 mins from a bus stop - 4 stops from Midland LRT, ...","$1,700.00",Toronto,Spadina Road,< 12 hours ago
40,2 Bedroom Basement Apartment for Rent in Scarborough,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment-for-rent-in-scarborough/1648171057,,"BASEMENT APARTMENT FOR RENT IN SCARBOROUGH (Malvern Area) Rent: $2000 including utilities except internet (you need to buy your own internet) AVAILABLE FROM APRIL 15, 2023 **Phone Number: 6476382646 ...","$2,000.00",Toronto,Lonsdale Road,< 12 hours ago
41,Queens Quay Waterfront 1 bdrm/parking w/ Terrace!,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/queens-quay-waterfront-1-bdrm-parking-w-terrace/1648171048,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/e3/e307e9a5-a54e-4f8b-8a68-46c09e10adc4?rule=kijijica-200-jpg,Newer Build Upscale Monde 1 Bedroom 520 sqft Condo (second floor) complete with underground parking/storage on same floor! Plus your very own almost 300sqft Terrrace! Waterfront at your doorstep! ...,"$2,600.00",Toronto,Fifeshire Road,< 12 hours ago
42,2 Bedroom 2 Bath Condo for rent in downtown toronto,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2-bath-condo-for-rent-in-downtown-toronto/1647840303,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/5f/5fbddb50-d536-40b4-b018-a2f2e013d15a?rule=kijijica-200-jpg,"Gorgeous Luxury 2 Bedroom and 2 Bath Corner Fully Furnished Unit. Higher Floor. 75 Queen's Wharf Road. Comes with Sofa, 2 Big TV's, Bed, Working Desk, Printer, Dining Table Spacious And Bright Layout ...","$3,300.00",Old Toronto,Carluke Crescent,< 12 hours ago
43,Ground and basement apartment to rent in Glen Shields Neighbor,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/ground-and-basement-apartment-to-rent-in-glen-shields-neighbor/1648170644,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6b/6b30a537-770b-4cf3-9c5b-b02548e5a8de?rule=kijijica-200-jpg,"Beautiful , Bright, Spacious, Renovated 3 Bedrooms Apartment in the ground level and basement of single house, clean and nicely kept, hardwood floor, Lots Of Storage. Great area with parks, ...","$2,850.00",Vaughan,Runnymede Road,< 13 hours ago
44,LUXURY CONDO FOR RENT (1-BED) - TORONTO (Bathurst & Lawrence),https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-condo-for-rent-1-bed-toronto-bathurst-lawrence/1648170515,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/46/46a95fd2-c8b0-48a4-8656-bbc4884f476e?rule=kijijica-200-jpg,"AVAILABILITY: Immediately available. Move-in date is flexible. MAIN INTERSECTION: Bathurst Street and Lawrence Avenue West This condo has it ALL: It is MODERN, super clean, south-facing, has ...","$2,100.00",Toronto,Deforest Road,< 13 hours ago
45,2 bedroom basement apartment at    Don Mills /Van    Horne,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment-at-don-mills-van-horne/1648170282,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/31/31a9bcd3-c910-45d1-8692-b2335ba62589?rule=kijijica-200-jpg,"2 bedroom beautiful apartment in basement, close to Seneca, The house is located around the intersection of Leslie street and Van Horne Ave. close to bus stops, groceries, shoppers, walk in clinic, ...","$1,800.00",Toronto,University Avenue,< 13 hours ago
